""	"dataset"	"spec"	"ionization"	"formula"	"smiles"	"inchikey"	"instrument"
"241"	"yee"	"LDY-20640"	"[M]+"	"C18H36O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"242"	"yee"	"LDY-20641"	"[M]+"	"C15H26O2Si2"	"na"	"na"	"GCxGC HRToFMS"
"243"	"yee"	"LDY-20643"	"[M]+"	"C16H42O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"244"	"yee"	"LDY-20644"	"[M]+"	"C26H54"	"na"	"na"	"GCxGC HRToFMS"
"245"	"yee"	"LDY-20648"	"[M]+"	"C16H40O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"246"	"yee"	"LDY-20649"	"[M]+"	"C25H54O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"247"	"yee"	"LDY-20650"	"[M]+"	"C20H52O5Si5"	"na"	"na"	"GCxGC HRToFMS"
"248"	"yee"	"LDY-20654"	"[M]+"	"C32H68OSi"	"na"	"na"	"GCxGC HRToFMS"
"249"	"yee"	"LDY-20655"	"[M]+"	"C16H40O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"250"	"yee"	"LDY-20656"	"[M]+"	"C12H8O"	"na"	"na"	"GCxGC HRToFMS"
"251"	"yee"	"LDY-20657"	"[M]+"	"C14H26O2Si2"	"na"	"na"	"GCxGC HRToFMS"
"252"	"yee"	"LDY-20659"	"[M]+"	"C17H30O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"253"	"yee"	"LDY-20661"	"[M]+"	"C16H36OSi"	"na"	"na"	"GCxGC HRToFMS"
"254"	"yee"	"LDY-20666"	"[M]+"	"C33H58OSi"	"na"	"na"	"GCxGC HRToFMS"
"255"	"yee"	"LDY-20667"	"[M]+"	"C22H34O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"256"	"yee"	"LDY-20668"	"[M]+"	"C18H34O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"257"	"yee"	"LDY-20669"	"[M]+"	"C33H68O2Si"	"na"	"na"	"GCxGC HRToFMS"
"258"	"yee"	"LDY-20672"	"[M]+"	"C23H38O2Si"	"na"	"na"	"GCxGC HRToFMS"
"259"	"yee"	"LDY-20673"	"[M]+"	"C17H38OSi"	"na"	"na"	"GCxGC HRToFMS"
"260"	"yee"	"LDY-20679"	"[M]+"	"C33H68"	"na"	"na"	"GCxGC HRToFMS"
"261"	"yee"	"LDY-20682"	"[M]+"	"C18H40OSi"	"na"	"na"	"GCxGC HRToFMS"
"262"	"yee"	"LDY-20692"	"[M]+"	"C32H58OSi"	"na"	"na"	"GCxGC HRToFMS"
"263"	"yee"	"LDY-20694"	"[M]+"	"C9H16O4Si"	"na"	"na"	"GCxGC HRToFMS"
"264"	"yee"	"LDY-20695"	"[M]+"	"C22H52O6Si5"	"na"	"na"	"GCxGC HRToFMS"
"265"	"yee"	"LDY-20696"	"[M]+"	"C21H46OSi"	"na"	"na"	"GCxGC HRToFMS"
"266"	"yee"	"LDY-20697"	"[M]+"	"C31H66OSi"	"na"	"na"	"GCxGC HRToFMS"
"267"	"yee"	"LDY-20699"	"[M]+"	"C19H40O2Si"	"na"	"na"	"GCxGC HRToFMS"
"268"	"yee"	"LDY-20703"	"[M]+"	"C27H58OSi"	"na"	"na"	"GCxGC HRToFMS"
"269"	"yee"	"LDY-20706"	"[M]+"	"C18H36O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"270"	"yee"	"LDY-20708"	"[M]+"	"C19H40"	"na"	"na"	"GCxGC HRToFMS"
"271"	"yee"	"LDY-20712"	"[M]+"	"C10H14O2N2"	"na"	"na"	"GCxGC HRToFMS"
"272"	"yee"	"LDY-20714"	"[M]+"	"C19H38O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"273"	"yee"	"LDY-20716"	"[M]+"	"C8H8O3"	"na"	"na"	"GCxGC HRToFMS"
"274"	"yee"	"LDY-20717"	"[M]+"	"C17H42O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"275"	"yee"	"LDY-20723"	"[M]+"	"C22H48O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"276"	"yee"	"LDY-20730"	"[M]+"	"C33H58OSi"	"na"	"na"	"GCxGC HRToFMS"
"277"	"yee"	"LDY-20731"	"[M]+"	"C15H24O5Si"	"na"	"na"	"GCxGC HRToFMS"
"278"	"yee"	"LDY-20737"	"[M]+"	"C25H52"	"na"	"na"	"GCxGC HRToFMS"
"279"	"yee"	"LDY-20738"	"[M]+"	"C19H46O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"280"	"yee"	"LDY-20739"	"[M]+"	"C13H20O5Si"	"na"	"na"	"GCxGC HRToFMS"
"281"	"yee"	"LDY-20741"	"[M]+"	"C20H42"	"na"	"na"	"GCxGC HRToFMS"
"282"	"yee"	"LDY-20744"	"[M]+"	"C17H14O"	"na"	"na"	"GCxGC HRToFMS"
"283"	"yee"	"LDY-20760"	"[M]+"	"C25H50O2Si"	"na"	"na"	"GCxGC HRToFMS"
"284"	"yee"	"LDY-20761"	"[M]+"	"C10H22O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"285"	"yee"	"LDY-20764"	"[M]+"	"C33H70OSi"	"na"	"na"	"GCxGC HRToFMS"
"286"	"yee"	"LDY-20768"	"[M]+"	"C31H64O2Si"	"na"	"na"	"GCxGC HRToFMS"
"287"	"yee"	"LDY-20781"	"[M]+"	"C25H50O2"	"na"	"na"	"GCxGC HRToFMS"
"288"	"yee"	"LDY-20785"	"[M]+"	"C27H56"	"na"	"na"	"GCxGC HRToFMS"
"289"	"yee"	"LDY-20790"	"[M]+"	"C14H25O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"290"	"yee"	"LDY-20796"	"[M]+"	"C16H42O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"291"	"yee"	"LDY-20803"	"[M]+"	"C28H58O2Si"	"na"	"na"	"GCxGC HRToFMS"
"292"	"yee"	"LDY-20812"	"[M]+"	"C14H34O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"293"	"yee"	"LDY-20813"	"[M]+"	"C21H44"	"na"	"na"	"GCxGC HRToFMS"
"294"	"yee"	"LDY-20817"	"[M]+"	"C15H18ON2Si"	"na"	"na"	"GCxGC HRToFMS"
"295"	"yee"	"LDY-20818"	"[M]+"	"C24H50"	"na"	"na"	"GCxGC HRToFMS"
"296"	"yee"	"LDY-20819"	"[M]+"	"C15H30O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"297"	"yee"	"LDY-20824"	"[M]+"	"C20H42O2Si"	"na"	"na"	"GCxGC HRToFMS"
"298"	"yee"	"LDY-20825"	"[M]+"	"C22H46O2Si"	"na"	"na"	"GCxGC HRToFMS"
"299"	"yee"	"LDY-20826"	"[M]+"	"C18H36O2"	"na"	"na"	"GCxGC HRToFMS"
"300"	"yee"	"LDY-20828"	"[M]+"	"C17H42O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"301"	"yee"	"LDY-20834"	"[M]+"	"C14H25O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"302"	"yee"	"LDY-20835"	"[M]+"	"C14H34O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"303"	"yee"	"LDY-20837"	"[M]+"	"C23H46O2"	"na"	"na"	"GCxGC HRToFMS"
"304"	"yee"	"LDY-20838"	"[M]+"	"C17H42O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"305"	"yee"	"LDY-20839"	"[M]+"	"C23H38O2Si"	"na"	"na"	"GCxGC HRToFMS"
"306"	"yee"	"LDY-20841"	"[M]+"	"C22H46O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"307"	"yee"	"LDY-20842"	"[M]+"	"C16H30O2"	"na"	"na"	"GCxGC HRToFMS"
"308"	"yee"	"LDY-20844"	"[M]+"	"C16H28O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"309"	"yee"	"LDY-20845"	"[M]+"	"C12H26O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"310"	"yee"	"LDY-20846"	"[M]+"	"C23H50OSi"	"na"	"na"	"GCxGC HRToFMS"
"311"	"yee"	"LDY-20850"	"[M]+"	"C15H34OSi"	"na"	"na"	"GCxGC HRToFMS"
"312"	"yee"	"LDY-20856"	"[M]+"	"C14H34O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"313"	"yee"	"LDY-20860"	"[M]+"	"C13H24O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"314"	"yee"	"LDY-20866"	"[M]+"	"C22H54O6Si5"	"na"	"na"	"GCxGC HRToFMS"
"315"	"yee"	"LDY-20868"	"[M]+"	"C17H34O2"	"na"	"na"	"GCxGC HRToFMS"
"316"	"yee"	"LDY-20870"	"[M]+"	"C16H34O2Si"	"na"	"na"	"GCxGC HRToFMS"
"317"	"yee"	"LDY-20873"	"[M]+"	"C13H23O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"318"	"yee"	"LDY-20876"	"[M]+"	"C26H54O2Si"	"na"	"na"	"GCxGC HRToFMS"
"319"	"yee"	"LDY-20878"	"[M]+"	"C18H44O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"320"	"yee"	"LDY-20881"	"[M]+"	"C24H50O2Si"	"na"	"na"	"GCxGC HRToFMS"
"321"	"yee"	"LDY-20884"	"[M]+"	"C31H64"	"na"	"na"	"GCxGC HRToFMS"
"322"	"yee"	"LDY-20889"	"[M]+"	"C21H28O3"	"na"	"na"	"GCxGC HRToFMS"
"323"	"yee"	"LDY-20893"	"[M]+"	"C18H38O2Si"	"na"	"na"	"GCxGC HRToFMS"
"324"	"yee"	"LDY-20895"	"[M]+"	"C22H46"	"na"	"na"	"GCxGC HRToFMS"
"325"	"yee"	"LDY-20899"	"[M]+"	"C23H46"	"na"	"na"	"GCxGC HRToFMS"
"326"	"yee"	"LDY-20901"	"[M]+"	"C20H30"	"na"	"na"	"GCxGC HRToFMS"
"327"	"yee"	"LDY-20905"	"[M]+"	"C29H62OSi"	"na"	"na"	"GCxGC HRToFMS"
"328"	"yee"	"LDY-20910"	"[M]+"	"C15H22O5Si"	"na"	"na"	"GCxGC HRToFMS"
"329"	"yee"	"LDY-20912"	"[M]+"	"C18H38O2Si"	"na"	"na"	"GCxGC HRToFMS"
"330"	"yee"	"LDY-20916"	"[M]+"	"C23H34O3Si"	"na"	"na"	"GCxGC HRToFMS"
"331"	"yee"	"LDY-20922"	"[M]+"	"C14H32O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"332"	"yee"	"LDY-20924"	"[M]+"	"C15H34O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"333"	"yee"	"LDY-20926"	"[M]+"	"C21H34O2"	"na"	"na"	"GCxGC HRToFMS"
"334"	"yee"	"LDY-20927"	"[M]+"	"C13H8O"	"na"	"na"	"GCxGC HRToFMS"
"335"	"yee"	"LDY-20930"	"[M]+"	"C13H22O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"336"	"yee"	"LDY-20931"	"[M]+"	"C20H52O5Si5"	"na"	"na"	"GCxGC HRToFMS"
"337"	"yee"	"LDY-20936"	"[M]+"	"C15H30O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"338"	"yee"	"LDY-20939"	"[M]+"	"C16H30O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"339"	"yee"	"LDY-20945"	"[M]+"	"C15H26O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"340"	"yee"	"LDY-20948"	"[M]+"	"C13H30O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"341"	"yee"	"LDY-20949"	"[M]+"	"C20H42O2Si"	"na"	"na"	"GCxGC HRToFMS"
"342"	"yee"	"LDY-20981"	"[M]+"	"C18H18"	"na"	"na"	"GCxGC HRToFMS"
"343"	"yee"	"LDY-20987"	"[M]+"	"C27H58OSi"	"na"	"na"	"GCxGC HRToFMS"
"344"	"yee"	"LDY-20995"	"[M]+"	"C29H60"	"na"	"na"	"GCxGC HRToFMS"
"345"	"yee"	"LDY-21005"	"[M]+"	"C14H26O5NSi2"	"na"	"na"	"GCxGC HRToFMS"
"346"	"yee"	"LDY-21006"	"[M]+"	"C10H15O4NSi"	"na"	"na"	"GCxGC HRToFMS"
"347"	"yee"	"LDY-21031"	"[M]+"	"C25H54OSi"	"na"	"na"	"GCxGC HRToFMS"
"348"	"yee"	"LDY-21036"	"[M]+"	"C13H23O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"349"	"yee"	"LDY-21040"	"[M]+"	"C18H36O"	"na"	"na"	"GCxGC HRToFMS"
"350"	"yee"	"LDY-21041"	"[M]+"	"C21H30O2"	"na"	"na"	"GCxGC HRToFMS"
"351"	"yee"	"LDY-21047"	"[M]+"	"C12H21O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"352"	"yee"	"LDY-21059"	"[M]+"	"C13H23O4NSi2"	"na"	"na"	"GCxGC HRToFMS"
"353"	"yee"	"LDY-21086"	"[M]+"	"C13H10O"	"na"	"na"	"GCxGC HRToFMS"
"354"	"yee"	"LDY-21096"	"[M]+"	"C10H14N2"	"na"	"na"	"GCxGC HRToFMS"
"355"	"yee"	"LDY-21097"	"[M]+"	"C34H70"	"na"	"na"	"GCxGC HRToFMS"
"356"	"yee"	"LDY-21109"	"[M]+"	"C10H14O3"	"na"	"na"	"GCxGC HRToFMS"
"357"	"yee"	"LDY-21114"	"[M]+"	"C9H6O3"	"na"	"na"	"GCxGC HRToFMS"
"358"	"yee"	"LDY-21115"	"[M]+"	"C15H22O2"	"na"	"na"	"GCxGC HRToFMS"
"359"	"yee"	"LDY-21118"	"[M]+"	"C15H30O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"360"	"yee"	"LDY-21119"	"[M]+"	"C19H40O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"361"	"yee"	"LDY-21120"	"[M]+"	"C13H26O5Si2"	"na"	"na"	"GCxGC HRToFMS"
"362"	"yee"	"LDY-21121"	"[M]+"	"C14H32O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"363"	"yee"	"LDY-21122"	"[M]+"	"C17H36O6Si3"	"na"	"na"	"GCxGC HRToFMS"
"364"	"yee"	"LDY-21123"	"[M]+"	"C16H32O"	"na"	"na"	"GCxGC HRToFMS"
"365"	"yee"	"LDY-21124"	"[M]+"	"C15H34O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"366"	"yee"	"LDY-21125"	"[M]+"	"C19H40O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"367"	"yee"	"LDY-21126"	"[M]+"	"C13H30O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"368"	"yee"	"LDY-21127"	"[M]+"	"C16H32O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"369"	"yee"	"LDY-21128"	"[M]+"	"C17H36O6Si3"	"na"	"na"	"GCxGC HRToFMS"
"370"	"yee"	"LDY-21130"	"[M]+"	"C15H32O6Si3"	"na"	"na"	"GCxGC HRToFMS"
"371"	"yee"	"LDY-21132"	"[M]+"	"C17H44O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"372"	"yee"	"LDY-21133"	"[M]+"	"C13H24O3Si1"	"na"	"na"	"GCxGC HRToFMS"
"373"	"yee"	"LDY-21139"	"[M]+"	"C18H36O"	"na"	"na"	"GCxGC HRToFMS"
"374"	"yee"	"LDY-21142"	"[M]+"	"C17H44O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"375"	"yee"	"LDY-21143"	"[M]+"	"C17H40O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"376"	"yee"	"LDY-21151"	"[M]+"	"C14H22O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"377"	"yee"	"LDY-21153"	"[M]+"	"C13H26O5Si2"	"na"	"na"	"GCxGC HRToFMS"
"378"	"yee"	"LDY-21154"	"[M]+"	"C15H32O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"379"	"yee"	"LDY-21158"	"[M]+"	"C17H44O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"380"	"yee"	"LDY-21160"	"[M]+"	"C17H44O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"381"	"yee"	"LDY-21161"	"[M]+"	"C15H34O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"382"	"yee"	"LDY-21162"	"[M]+"	"C21H44O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"383"	"yee"	"LDY-21164"	"[M]+"	"C16H38O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"384"	"yee"	"LDY-21170"	"[M]+"	"C16H36O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"385"	"yee"	"LDY-21179"	"[M]+"	"C10H16O2"	"na"	"na"	"GCxGC HRToFMS"
"386"	"yee"	"LDY-21184"	"[M]+"	"C15H32O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"387"	"yee"	"LDY-21186"	"[M]+"	"C16H38O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"388"	"yee"	"LDY-21187"	"[M]+"	"C13H22O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"389"	"yee"	"LDY-21191"	"[M]+"	"C18H40O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"390"	"yee"	"LDY-21195"	"[M]+"	"C17H40O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"391"	"yee"	"LDY-21197"	"[M]+"	"C17H36O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"392"	"yee"	"LDY-21198"	"[M]+"	"C14H34O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"393"	"yee"	"LDY-21200"	"[M]+"	"C10H16O2"	"na"	"na"	"GCxGC HRToFMS"
"394"	"yee"	"LDY-21205"	"[M]+"	"C16H38O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"395"	"yee"	"LDY-21213"	"[M]+"	"C17H30O4Si1"	"na"	"na"	"GCxGC HRToFMS"
"396"	"yee"	"LDY-21216"	"[M]+"	"C16H30O2"	"na"	"na"	"GCxGC HRToFMS"
"397"	"yee"	"LDY-21219"	"[M]+"	"C16H38O6Si4"	"na"	"na"	"GCxGC HRToFMS"
"398"	"yee"	"LDY-21228"	"[M]+"	"C14H34O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"399"	"yee"	"LDY-21247"	"[M]+"	"C14H22O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"400"	"yee"	"LDY-21257"	"[M]+"	"C20H34O"	"na"	"na"	"GCxGC HRToFMS"
"401"	"yee"	"LDY-21260"	"[M]+"	"C12H16O3"	"na"	"na"	"GCxGC HRToFMS"
"402"	"yee"	"LDY-21263"	"[M]+"	"C16H36O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"403"	"yee"	"LDY-21280"	"[M]+"	"C16H40O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"404"	"yee"	"LDY-21304"	"[M]+"	"C12H14O4"	"na"	"na"	"GCxGC HRToFMS"
"405"	"yee"	"LDY-21317"	"[M]+"	"C15H34O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"406"	"yee"	"LDY-21318"	"[M]+"	"C18H38O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"407"	"yee"	"LDY-21337"	"[M]+"	"C16H40O5Si4"	"na"	"na"	"GCxGC HRToFMS"
"408"	"yee"	"LDY-21339"	"[M]+"	"C12H26O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"409"	"yee"	"LDY-21352"	"[M]+"	"C15H30O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"410"	"yee"	"LDY-21358"	"[M]+"	"C18H26O4"	"na"	"na"	"GCxGC HRToFMS"
"411"	"yee"	"LDY-21361"	"[M]+"	"C19H42O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"412"	"yee"	"LDY-21381"	"[M]+"	"C20H34O"	"na"	"na"	"GCxGC HRToFMS"
"413"	"yee"	"LDY-21389"	"[M]+"	"C16H42O4Si4"	"na"	"na"	"GCxGC HRToFMS"
"414"	"yee"	"LDY-21417"	"[M]+"	"C17H38O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"415"	"yee"	"LDY-21419"	"[M]+"	"C13H34O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"416"	"yee"	"LDY-21424"	"[M]+"	"C17H34O2"	"na"	"na"	"GCxGC HRToFMS"
"417"	"yee"	"LDY-21442"	"[M]+"	"C20H50O6Si5"	"na"	"na"	"GCxGC HRToFMS"
"418"	"yee"	"LDY-21492"	"[M]+"	"C17H36"	"na"	"na"	"GCxGC HRToFMS"
"419"	"yee"	"LDY-21498"	"[M]+"	"C13H22O3Si2"	"na"	"na"	"GCxGC HRToFMS"
"420"	"yee"	"LDY-21507"	"[M]+"	"C21H44"	"na"	"na"	"GCxGC HRToFMS"
"421"	"yee"	"LDY-21515"	"[M]+"	"C14H32O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"422"	"yee"	"LDY-21516"	"[M]+"	"C18H38"	"na"	"na"	"GCxGC HRToFMS"
"423"	"yee"	"LDY-21519"	"[M]+"	"C13H34O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"424"	"yee"	"LDY-21573"	"[M]+"	"C14H34O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"425"	"yee"	"LDY-21593"	"[M]+"	"C18H40O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"426"	"yee"	"LDY-21625"	"[M]+"	"C13H28O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"427"	"yee"	"LDY-21647"	"[M]+"	"C12H17NO"	"na"	"na"	"GCxGC HRToFMS"
"428"	"yee"	"LDY-21648"	"[M]+"	"C14H30O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"429"	"yee"	"LDY-21686"	"[M]+"	"C20H38O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"430"	"yee"	"LDY-21707"	"[M]+"	"C16H34"	"na"	"na"	"GCxGC HRToFMS"
"431"	"yee"	"LDY-21711"	"[M]+"	"C23H48"	"na"	"na"	"GCxGC HRToFMS"
"432"	"yee"	"LDY-21718"	"[M]+"	"C12H32O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"433"	"yee"	"LDY-21726"	"[M]+"	"C3H16O3Si1"	"na"	"na"	"GCxGC HRToFMS"
"434"	"yee"	"LDY-21731"	"[M]+"	"C16H36O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"435"	"yee"	"LDY-21732"	"[M]+"	"C20H42O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"436"	"yee"	"LDY-21735"	"[M]+"	"C15H34O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"437"	"yee"	"LDY-21744"	"[M]+"	"C12H28O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"438"	"yee"	"LDY-21749"	"[M]+"	"C23H36O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"439"	"yee"	"LDY-21750"	"[M]+"	"C21H30O2"	"na"	"na"	"GCxGC HRToFMS"
"440"	"yee"	"LDY-21753"	"[M]+"	"C9H20O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"441"	"yee"	"LDY-21756"	"[M]+"	"C13H32O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"442"	"yee"	"LDY-21759"	"[M]+"	"C21H46O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"443"	"yee"	"LDY-21760"	"[M]+"	"C13H32O4Si3"	"na"	"na"	"GCxGC HRToFMS"
"444"	"yee"	"LDY-21765"	"[M]+"	"C22H46"	"na"	"na"	"GCxGC HRToFMS"
"445"	"yee"	"LDY-21772"	"[M]+"	"C19H40"	"na"	"na"	"GCxGC HRToFMS"
"446"	"yee"	"LDY-21775"	"[M]+"	"C15H32"	"na"	"na"	"GCxGC HRToFMS"
"447"	"yee"	"LDY-21780"	"[M]+"	"C20H44O1Si1"	"na"	"na"	"GCxGC HRToFMS"
"448"	"yee"	"LDY-21793"	"[M]+"	"C12H22O2Si2"	"na"	"na"	"GCxGC HRToFMS"
"449"	"yee"	"LDY-21796"	"[M]+"	"C17H36"	"na"	"na"	"GCxGC HRToFMS"
"450"	"yee"	"LDY-21798"	"[M]+"	"C12H26O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"451"	"yee"	"LDY-21803"	"[M]+"	"C19H40"	"na"	"na"	"GCxGC HRToFMS"
"452"	"yee"	"LDY-21809"	"[M]+"	"C23H48O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"453"	"yee"	"LDY-21810"	"[M]+"	"C25H52O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"454"	"yee"	"LDY-21811"	"[M]+"	"C26H54O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"455"	"yee"	"LDY-21812"	"[M]+"	"C27H56O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"456"	"yee"	"LDY-21813"	"[M]+"	"C29H60O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"457"	"yee"	"LDY-21814"	"[M]+"	"C31H64O2Si1"	"na"	"na"	"GCxGC HRToFMS"
"458"	"yee"	"LDY-21815"	"[M]+"	"C14H30"	"na"	"na"	"GCxGC HRToFMS"
"459"	"yee"	"LDY-21816"	"[M]+"	"C20H42"	"na"	"na"	"GCxGC HRToFMS"
"460"	"yee"	"LDY-21817"	"[M]+"	"C24H50"	"na"	"na"	"GCxGC HRToFMS"
"461"	"yee"	"LDY-21818"	"[M]+"	"C25H52"	"na"	"na"	"GCxGC HRToFMS"
"462"	"yee"	"LDY-21819"	"[M]+"	"C26H54"	"na"	"na"	"GCxGC HRToFMS"
"463"	"yee"	"LDY-21820"	"[M]+"	"C27H56"	"na"	"na"	"GCxGC HRToFMS"
"464"	"yee"	"LDY-21821"	"[M]+"	"C28H58"	"na"	"na"	"GCxGC HRToFMS"
"465"	"yee"	"LDY-21822"	"[M]+"	"C29H60"	"na"	"na"	"GCxGC HRToFMS"
"466"	"yee"	"LDY-21823"	"[M]+"	"C31H64"	"na"	"na"	"GCxGC HRToFMS"
"467"	"yee"	"LDY-21830"	"[M]+"	"C14H36O3Si3"	"na"	"na"	"GCxGC HRToFMS"
"468"	"yee"	"LDY-21835"	"[M]+"	"C20H40O2"	"na"	"na"	"GCxGC HRToFMS"
"469"	"yee"	"LDY-21859"	"[M]+"	"C15H34O5Si3"	"na"	"na"	"GCxGC HRToFMS"
"470"	"yee"	"LDY-21861"	"[M]+"	"C12H21NO4Si2"	"na"	"na"	"GCxGC HRToFMS"
"471"	"yee"	"LDY-21863"	"[M]+"	"C14H24O4Si2"	"na"	"na"	"GCxGC HRToFMS"
"472"	"yee"	"LDY-21890"	"[M]+"	"C28H56O2"	"na"	"na"	"GCxGC HRToFMS"
"473"	"yee"	"LDY-21893"	"[M]+"	"C30H62"	"na"	"na"	"GCxGC HRToFMS"
"474"	"yee"	"LDY-21894"	"[M]+"	"C30H50"	"na"	"na"	"GCxGC HRToFMS"
"475"	"yee"	"LDY-21898"	"[M]+"	"C27H44"	"na"	"na"	"GCxGC HRToFMS"
"476"	"yee"	"LDY-21920"	"[M]+"	"C13H23NO4Si2"	"na"	"na"	"GCxGC HRToFMS"
