	dataset	spec	ionization	formula	smiles	inchikey	instrument
7084	atmomaccs	msg-train_7084	[M]+	C27H31NO5	COc1ccc(C2(O)c3c(ccc4c3OC(C)(CCC=C(C)C)C=C4)NC(=O)C2OC)cc1	CPWPNTRWIIAFEG-UHFFFAOYSA-N	simulated
7085	atmomaccs	msg-train_7085	[M]+	C24H24N4O6	COC(=O)C(CC1(O)c2ccccc2N2C(=O)C(C)(C)N(O)C21)n1cnc2ccccc2c1=O	PDUNPLZHIQQDAD-UHFFFAOYSA-N	simulated
7086	atmomaccs	msg-train_7086	[M]+	C23H22N4O5	CC1(C)NC2N(C1=O)c1ccccc1C2(O)CC(C(=O)O)n1cnc2ccccc2c1=O	BMFPATPGMGPSGR-UHFFFAOYSA-N	simulated
7087	atmomaccs	msg-train_7087	[M]+	C16H22N2O4	CC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C	PAZRNFHBUAVIRN-UHFFFAOYSA-N	simulated
7088	atmomaccs	msg-train_7088	[M]+	C16H24O3	C=C1CCCC2(C)CCC(=C(CO)C(=O)OC)CC12	PMMWVYKBDULGDG-UHFFFAOYSA-N	simulated
7089	atmomaccs	msg-train_7089	[M]+	C22H24O9	C=C1C(=O)OC2C1C(OC(=O)C(=CC)COC(C)=O)C(O)C(C)=C1C(=O)C3OC3(C)C12	QCLOIXSOULWMON-UHFFFAOYSA-N	simulated
7090	atmomaccs	msg-train_7090	[M]+	C36H58O10	CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1(C)O	LARPFJIXBULVPK-UHFFFAOYSA-N	simulated
7091	atmomaccs	msg-train_7091	[M]+	C17H26O11	CC(=O)OC1(C)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	CAFTUQNGDROXEZ-UHFFFAOYSA-N	simulated
7092	atmomaccs	msg-train_7092	[M]+	C29H44O9	CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O	CMHWMOGWFZWDMR-UHFFFAOYSA-N	simulated
7093	atmomaccs	msg-train_7093	[M]+	C36H44N8O8	CC(C)C1NC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC1=O	MRHAPHFJBAUDTR-UHFFFAOYSA-N	simulated
7094	atmomaccs	msg-train_7094	[M]+	C21H13N3O3	O=C1Nc2ccccc2-c2nc3ccccc3c(=O)n2-c2c(O)cccc21	NUBAAWQBTGSVGH-UHFFFAOYSA-N	simulated
7095	atmomaccs	msg-train_7095	[M]+	C11H18N2O4	CC(=O)N(O)CCCCCN1C(=O)CCC1=O	DMQLFAQJZUWLKV-UHFFFAOYSA-N	simulated
7096	atmomaccs	msg-train_7096	[M]+	C23H32N2O3	CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(O)cc3c(c1O2)C(N)=NC3	SDIGNZADDDFEPI-UHFFFAOYSA-N	simulated
7097	atmomaccs	msg-train_7097	[M]+	C21H28O5	CC1CC(=O)C2=C(O1)OC1(C)CCC3C(C)(C)C4OC4C(=O)C3(C)C1C2	UHNRJNAOOCIDDJ-UHFFFAOYSA-N	simulated
7098	atmomaccs	msg-train_7098	[M]+	C36H56O12	CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC43C)C2C1(C)O	YXSQSVWHKZZWDD-UHFFFAOYSA-N	simulated
7099	atmomaccs	msg-train_7099	[M]+	C14H19NO7	NC(=O)C(OC1OC(CO)C(O)C(O)C1O)c1ccccc1	SKIWWRXWLIRPOP-UHFFFAOYSA-N	simulated
7100	atmomaccs	msg-train_7100	[M]+	C22H32O5	CC(=O)OCC(=CC(=O)O)CCC1C(C)=CC(=O)C2C(C)(C)CCCC12C	UTRJNVUJZHUXNP-UHFFFAOYSA-N	simulated
7101	atmomaccs	msg-train_7101	[M]+	C36H52O12	CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C	LIIOJBIJVPGVGO-UHFFFAOYSA-N	simulated
7102	atmomaccs	msg-train_7102	[M]+	C30H38O15	CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(O)C(OC(=O)C=Cc2ccccc2)C1O	VKPCNUJDGKJSIE-UHFFFAOYSA-N	simulated
7103	atmomaccs	msg-train_7103	[M]+	C45H68O14	CC=C(C)C(=O)OC1C2C3(C)CCC(OC4CC(OC)C(OC5OC(C)C(O)C(OC)C5O)C(C)O4)CC3CCC23OC32CCC(C(C)=O)C2(C)C1OC(=O)C(C)=CC	VQJMXGXETFHHGG-UHFFFAOYSA-N	simulated
7104	atmomaccs	msg-train_7104	[M]+	C16H24O5	COC(=O)C(C)C1CCC2(C)C(=O)C=CC(C)(O)C2C1O	QTWFZVHPPOTAGN-UHFFFAOYSA-N	simulated
7105	atmomaccs	msg-train_7105	[M]+	C20H28O11	COC(=O)CC(C)(O)CC(=O)OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1	MTOYSSPTNNWDSB-UHFFFAOYSA-N	simulated
7106	atmomaccs	msg-train_7106	[M]+	C19H26O11	CC(O)(CC(=O)O)CC(=O)OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1	ABVDJKDAAWCYKH-UHFFFAOYSA-N	simulated
7107	atmomaccs	msg-train_7107	[M]+	C16H28O12	CC(C)C(=O)OC1C(O)C(CO)OC(OC2OC(CO)C(O)C(O)C2O)C1O	QVYMNCVNZVHQEC-UHFFFAOYSA-N	simulated
7108	atmomaccs	msg-train_7108	[M]+	C20H28O12	O=C(Cc1ccccc1)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	STSLPRRNSYCFTQ-UHFFFAOYSA-N	simulated
7109	atmomaccs	msg-train_7109	[M]+	C22H33NO5	CC(=O)NC(C(=O)OC1CCC(C)(C)C2CCC3=C(COC3=O)C12C)C(C)C	NEMKJBVVPNFVCU-UHFFFAOYSA-N	simulated
7110	atmomaccs	msg-train_7110	[M]+	C12H16O4	CCCC=C1OC(=O)C2=C1CCC(O)C2O	DQNGMIQSXNGHOA-UHFFFAOYSA-N	simulated
7111	atmomaccs	msg-train_7111	[M]+	C41H64O15	CC1(C=O)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1	XMIDHJQDTWKJIZ-UHFFFAOYSA-N	simulated
7112	atmomaccs	msg-train_7112	[M]+	C15H17NO3	CC=CC=CC(CC(=O)O)Nc1ccc(C=O)cc1	AUFWENFXRHUNPX-UHFFFAOYSA-N	simulated
7113	atmomaccs	msg-train_7113	[M]+	C15H22O5	CC(C)(O)C1=CCC23COC(C2)C(O)(C(=O)O)CCC13	LKOCXGZSSYQSLN-UHFFFAOYSA-N	simulated
7114	atmomaccs	msg-train_7114	[M]+	C19H28O7	C=C1CC(O)C(O)C2(C)C1C(O)C1OC(=O)C3C(C)C(O)C(O)C2C13C	YEMMVDQCVABATJ-UHFFFAOYSA-N	simulated
7115	atmomaccs	msg-train_7115	[M]+	C15H20O4	CC1=C2CC3OC3(C)CCC3OC3(C)CC2OC1=O	CWAJEURPJYKGRL-UHFFFAOYSA-N	simulated
7116	atmomaccs	msg-train_7116	[M]+	C21H24N2O4	CC=C1C[N+](C)([O-])C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC	SCBWVOFEDKLZRF-UHFFFAOYSA-N	simulated
7117	atmomaccs	msg-train_7117	[M]+	C21H28O6	C=C1C(=O)OC2C=C(C)CCC=C(C=O)C(OC)C(OC(=O)C(C)CC)C12	GOSBVXYBYVZYTR-UHFFFAOYSA-N	simulated
7118	atmomaccs	msg-train_7118	[M]+	C14H17NO2	COc1ccc(C=CC(=O)N2CCCC2)cc1	JYEDISZKFNNREA-UHFFFAOYSA-N	simulated
7119	atmomaccs	msg-train_7119	[M]+	C20H24N2O5	CC(C)CC(=O)NCCn1cc(C(=O)O)c(=O)cc1C(O)c1ccccc1	YTPQOAKWPUOEEC-UHFFFAOYSA-N	simulated
7120	atmomaccs	msg-train_7120	[M]+	C20H28O4	C=CC1(C)C=C2C(=O)CC3C(C)(C)CCCC3(C(=O)O)C2(O)CC1	VIDNIVWPSMVGJV-UHFFFAOYSA-N	simulated
7121	atmomaccs	msg-train_7121	[M]+	C19H32O8	CC(=O)CCC1=C(C)C(OC2OC(CO)C(O)C(O)C2O)C(O)CC1(C)C	JVIDANAJZDBKRL-UHFFFAOYSA-N	simulated
7122	atmomaccs	msg-train_7122	[M]+	C29H37NO13	CC(=O)N1CCc2ccc(O)c(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)c2C1Cc1ccc(O)cc1	CZSDLEOHLKBTSI-UHFFFAOYSA-N	simulated
7123	atmomaccs	msg-train_7123	[M]+	C17H24O11	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C(=O)O)CCC12	RLCWEUBIDIWNEA-UHFFFAOYSA-N	simulated
7124	atmomaccs	msg-train_7124	[M]+	C19H24O6	CC1=CC(=O)C(O)C2(C)C1CC(=O)C1(C)C3C(=O)OC(C3C)C(O)C12	OGHYZHNTIINXEO-UHFFFAOYSA-N	simulated
7125	atmomaccs	msg-train_7125	[M]+	C27H36O6	C=C1C(O)C(OC(=O)c2ccccc2)C2C(C)(C(=O)O)CCCC2(C)C1CCC(C)=CCO	ZBHRERABGSTQPS-UHFFFAOYSA-N	simulated
7126	atmomaccs	msg-train_7126	[M]+	C36H58O10	CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1	CJHYKSSBQRABTM-UHFFFAOYSA-N	simulated
7127	atmomaccs	msg-train_7127	[M]+	C28H42O10	CC(=O)OC12CC(C)C(O)C1C=C(COC1OC(CO)C(O)C(O)C1O)CCC1C(C=C(C)C2=O)C1(C)C	WJZFXCPBSLOUNH-UHFFFAOYSA-N	simulated
7128	atmomaccs	msg-train_7128	[M]+	C15H18O9	O=C(O)C=Cc1ccc(O)c(OC2OC(CO)C(O)C(O)C2O)c1	QOPSZFXPZWQLOG-UHFFFAOYSA-N	simulated
7129	atmomaccs	msg-train_7129	[M]+	C20H28O5	CCC=CCC1C(=O)C=CC1(CCCCC1CCC(=O)O1)OC(C)=O	ARNKLTDIWFIVMO-UHFFFAOYSA-N	simulated
7130	atmomaccs	msg-train_7130	[M]+	C15H17NO5	Cc1cc(CO)c(O)c(C(=O)CC2CC(=O)NC(=O)C2)c1	LCUSCMFPERKRCU-UHFFFAOYSA-N	simulated
7131	atmomaccs	msg-train_7131	[M]+	C15H16N2O4	CC=C1CC2C(=O)Nc3cc(O)c(OC)cc3C(=O)N2C1	KXUMNEWSLYWWIA-UHFFFAOYSA-N	simulated
7132	atmomaccs	msg-train_7132	[M]+	C11H13NO3	COc1ccc(C=CC(N)=O)cc1OC	QUKZILHYXHKAKT-UHFFFAOYSA-N	simulated
7133	atmomaccs	msg-train_7133	[M]+	C21H26O4	C=CCc1ccc(OC(C)Cc2ccc(OC)c(OC)c2)c(OC)c1	HIENDSLJNWIKCF-UHFFFAOYSA-N	simulated
7134	atmomaccs	msg-train_7134	[M]+	C15H20O3	CC1=CCCC(C)C(=O)CC2=C(C)C(=O)OC2C1	VILHAYBRKKWZBQ-UHFFFAOYSA-N	simulated
7135	atmomaccs	msg-train_7135	[M]+	C15H21NO5	COc1c(C)c(OCC(O)C(C)(C)O)cc2c1CNC2=O	FWZSWYCCQVYQJG-UHFFFAOYSA-N	simulated
7136	atmomaccs	msg-train_7136	[M]+	C27H28N4O2	C=CC(C)(C)c1[nH]c2ccccc2c1CC1NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O	PFYKDKMYQRWRGF-UHFFFAOYSA-N	simulated
7137	atmomaccs	msg-train_7137	[M]+	C21H32O9	C=CC1(C)CC(O)C2C(C)C(=O)OC2C1C(C)=COC1OC(CO)C(O)C(O)C1O	PNUZTGLWURTQTO-UHFFFAOYSA-N	simulated
7138	atmomaccs	msg-train_7138	[M]+	C21H18N2O5	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1	XVMZDZFTCKLZTF-UHFFFAOYSA-N	simulated
7139	atmomaccs	msg-train_7139	[M]+	C27H41NO6	CC1=CC2C=C(C)C(C)C3C(CC(C)C)NC(=O)C23OC(=O)CC2OC(C)(C)OC2C(O)CC1	CNYIRYYCTKRCHF-UHFFFAOYSA-N	simulated
7140	atmomaccs	msg-train_7140	[M]+	C18H26O10	CC(C)(O)C(O)C(=O)OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1	CHRIGVPNNGMWMG-UHFFFAOYSA-N	simulated
7141	atmomaccs	msg-train_7141	[M]+	C13H22O6	CC(=O)CC1CCC(C(C)C(=O)OCC(O)CO)O1	MPUKHERSKPLKHP-UHFFFAOYSA-N	simulated
7142	atmomaccs	msg-train_7142	[M]+	C28H40O5	CC(=O)OC1CCC2(C)C(CCC3(C)C4Cc5c(oc(C)cc5=O)OC4(C)CCC32)C1(C)C	ASOIHOGDYISNRH-UHFFFAOYSA-N	simulated
7143	atmomaccs	msg-train_7143	[M]+	C28H42N2O7	COC1CCC=C(C)C(=O)Nc2cc(O)cc(c2)CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O	HUXWGTSMSXMDBH-UHFFFAOYSA-N	simulated
7144	atmomaccs	msg-train_7144	[M]+	C24H26O10	COC(=O)c1cc(OC)cc(OC)c1C(=O)c1c(OC)cc2c(c1O)C1CCC(O)C(C)(O2)O1	XKQFWJXMPAGPGP-UHFFFAOYSA-N	simulated
7145	atmomaccs	msg-train_7145	[M]+	C21H30O6	CCC1CC2C(C)=CC3CCCCC3C2(C)C2(OC(=O)C(C)(O)OC2=O)O1	BKISVXZMCJBOKR-UHFFFAOYSA-N	simulated
7146	atmomaccs	msg-train_7146	[M]+	C32H45N3O2	CC(C)CC1NC(=O)C2CC34CC5C6(C)CCCC(C)(C)C6CCC5(C)N(c5ccccc53)C4N2C1=O	IXMZEPKYPFQFJN-UHFFFAOYSA-N	simulated
7147	atmomaccs	msg-train_7147	[M]+	C11H7ClN2O	Clc1ncoc1-c1c[nH]c2ccccc12	BKYJGKRXUHPPLR-UHFFFAOYSA-N	simulated
7148	atmomaccs	msg-train_7148	[M]+	C24H32O5	CC(C)C1C(OC(=O)C=Cc2ccccc2)CC2(C)OC2CCC2(C)OC2C1O	QFWCWMZSCXWBAK-UHFFFAOYSA-N	simulated
7149	atmomaccs	msg-train_7149	[M]+	C23H32O8	C=C1C(=O)OC2CC(COC(=O)C(C)C)=C(C(C)CCCOC(C)=O)C(OC(C)=O)C12	AAHSTEUFCXJGIV-UHFFFAOYSA-N	simulated
7150	atmomaccs	msg-train_7150	[M]+	C17H30O10	CCC=CCCOC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O	NVTNXPADRDASMP-UHFFFAOYSA-N	simulated
7151	atmomaccs	msg-train_7151	[M]+	C21H22O11	O=C1c2c(OC3OC(CO)C(O)C(O)C3O)cc(O)cc2OC1(O)Cc1ccc(O)cc1	KJIWCKSQHHNTTL-UHFFFAOYSA-N	simulated
7152	atmomaccs	msg-train_7152	[M]+	C15H18O6	CC1=CC23C(COC(=O)C2(O)CO)C(C(=O)O)=CC3C1C	FWDDYLWFBHUEKH-UHFFFAOYSA-N	simulated
7153	atmomaccs	msg-train_7153	[M]+	C15H19NO4	CC(=CC(=O)CC12C(=O)OC3(C)CCC1CC32)C(N)=O	TYVDSDRHCMXTGB-UHFFFAOYSA-N	simulated
7154	atmomaccs	msg-train_7154	[M]+	C26H34O12	COc1cc(CC2(O)COC(c3ccc(OC4OC(CO)C(O)C(O)C4O)c(OC)c3)C2CO)ccc1O	OXHVZEZYYQQCRJ-UHFFFAOYSA-N	simulated
7155	atmomaccs	msg-train_7155	[M]+	C24H40O11	CC1=CC(=O)CC(C)(C)C1CCC(C)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O	LYJZPTUVRHPVNB-UHFFFAOYSA-N	simulated
7156	atmomaccs	msg-train_7156	[M]+	C19H30O8	CC1=CC(=O)CC(C)(C)C1C=CC(CO)OC1OC(CO)C(O)C(O)C1O	PYYCXUBJCCEGKB-UHFFFAOYSA-N	simulated
7157	atmomaccs	msg-train_7157	[M]+	C19H26O12	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(COC(C)=O)=CC(O)C12	YSOBQIMODQOGKQ-UHFFFAOYSA-N	simulated
7158	atmomaccs	msg-train_7158	[M]+	C17H21N3O3	CC(C)CC1NC(=O)C2CC3(O)c4ccccc4NC3N2C1=O	FQWZUBQXMVKRSM-UHFFFAOYSA-N	simulated
7159	atmomaccs	msg-train_7159	[M]+	C42H66O14	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1	BQPYEFAVIPEQIK-UHFFFAOYSA-N	simulated
7160	atmomaccs	msg-train_7160	[M]+	C33H50O10	C=C(CCC1=C(C)C2C(CC3C4CC=C5CC(O)CC(O)C5(C)C4C(O)CC32C)O1)COC1OC(CO)C(O)C(O)C1O	FTAAFHHJONDBNZ-UHFFFAOYSA-N	simulated
7161	atmomaccs	msg-train_7161	[M]+	C27H44O16	CC(C)CC(=O)OC1OC=C(COC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C2CC(O)C(CO)C12	AKTRFOPOAKDICT-UHFFFAOYSA-N	simulated
7162	atmomaccs	msg-train_7162	[M]+	C20H28O12	COc1cc(C(C)=O)ccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O	PBILEZBWIBJOSA-UHFFFAOYSA-N	simulated
7163	atmomaccs	msg-train_7163	[M]+	C20H24O10	O=C1CCC=CC1(O)C(=O)OCc1ccccc1OC1OC(CO)C(O)C(O)C1O	CZDNLUMNELLDDD-UHFFFAOYSA-N	simulated
7164	atmomaccs	msg-train_7164	[M]+	C15H18O4	C=C1C(=O)OC2C3=C(C)C(=O)CC3C(C)CC(O)C12	VNVJJYZZBJKJFF-UHFFFAOYSA-N	simulated
7165	atmomaccs	msg-train_7165	[M]+	C33H42O17	COc1ccc(C=CC(=O)OC2C(OC3C4C=COC(OC5OC(CO)C(O)C(O)C5O)C4C4(CO)OC34)OC(C)C(O)C2OC(C)=O)cc1	AUVKOEQGZIDTGI-UHFFFAOYSA-N	simulated
7166	atmomaccs	msg-train_7166	[M]+	C23H32O6	CC(=O)OC1CC(=O)C2(C)C3CC4=C(OC(C)CC4=O)OC3(C)CCC2C1(C)C	RGLPHKBIBOUYQQ-UHFFFAOYSA-N	simulated
7167	atmomaccs	msg-train_7167	[M]+	C32H36N4O2	C=CC(C)(C)C12CC3C(=O)N4C(CC5(C(C)(C)C=C)c6ccccc6NC45)C(=O)N3C1Nc1ccccc12	VKEAHNPKYMHYJJ-UHFFFAOYSA-N	simulated
7168	atmomaccs	msg-train_7168	[M]+	C30H51N5O9	CCC(C)C1NC(=O)C2C(C)CCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O	FFVWTCUZUPVJAB-UHFFFAOYSA-N	simulated
7169	atmomaccs	msg-train_7169	[M]+	C18H24O7	C=C1C(=O)OC2C1C(OC(=O)C(C)CO)CC1(C)C(O)CCC(=O)C21	QKSRJNOHZIOCSF-UHFFFAOYSA-N	simulated
7170	atmomaccs	msg-train_7170	[M]+	C16H18O8	OCC1OC(Oc2ccc(O)c3cccc(O)c23)C(O)C(O)C1O	LASMTIIWUCJLEH-UHFFFAOYSA-N	simulated
7171	atmomaccs	msg-train_7171	[M]+	C38H44O16	O=C(OCC1OC(Oc2ccc(O)cc2COC(=O)C2(O)C(O)CCC(=O)C2OC(=O)C2C=CCC2)C(OC(=O)C2C=CCC2)C(O)C1O)C1C=CCC1	VAZXQMYIQNKBRG-UHFFFAOYSA-N	simulated
7172	atmomaccs	msg-train_7172	[M]+	C18H21N3O3	CC(C)C=C1NC(=O)C(C(C)C)n2c1nc1c(O)cccc1c2=O	UVGDCLGJXMBOBD-UHFFFAOYSA-N	simulated
7173	atmomaccs	msg-train_7173	[M]+	C19H24O7	COc1cc(O)c2c(c1)C=CCC(O)C(O)C(=O)CCCC(C)OC2=O	WFIUAGOQGGAREU-UHFFFAOYSA-N	simulated
7174	atmomaccs	msg-train_7174	[M]+	C16H22O9	COc1c(CCC(=O)O)cccc1OC1OC(CO)C(O)C(O)C1O	VLHQGQCFFBCKMV-UHFFFAOYSA-N	simulated
7175	atmomaccs	msg-train_7175	[M]+	C17H15ClO6	COC1=CC(=O)C=C(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	ISLYVROQSJYFAZ-UHFFFAOYSA-N	simulated
7176	atmomaccs	msg-train_7176	[M]+	C15H20O9	O=C(O)CCc1cccc(OC2OC(CO)C(O)C(O)C2O)c1O	JDNUVLAJLPVYNP-UHFFFAOYSA-N	simulated
7177	atmomaccs	msg-train_7177	[M]+	C23H22N4O6	CC1(C)C(=O)N2c3ccccc3C(O)(CC(C(=O)O)n3cnc4ccccc4c3=O)C2N1O	GVRDYBOOMKTYKH-UHFFFAOYSA-N	simulated
7178	atmomaccs	msg-train_7178	[M]+	C23H28O7	COc1cc(C2OC(c3cc(OC)c4c(c3)OCO4)C(C)C2C)cc(OC)c1OC	RKSBJQZDPAGEQW-UHFFFAOYSA-N	simulated
7179	atmomaccs	msg-train_7179	[M]+	C18H28O9	O=C(O)CC1CCC(=O)C1CC=CCCOC1OC(CO)C(O)C(O)C1O	JFDNMLUPLXZXGV-UHFFFAOYSA-N	simulated
7180	atmomaccs	msg-train_7180	[M]+	C17H20O9	COc1cc(C=CC(=O)OC2C(O)CC(O)(C(=O)O)CC2O)ccc1O	VTMFDSJJVNQXLT-UHFFFAOYSA-N	simulated
7181	atmomaccs	msg-train_7181	[M]+	C17H26O10	C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CCO	GHRNLKSWTKHISE-UHFFFAOYSA-N	simulated
7182	atmomaccs	msg-train_7182	[M]+	C30H48O5	CC1CC(C(O)C(C)(C)O)OC2CC3(C)C(=C12)CC(O)C1C2(C)CCC(=O)C(C)(C)C2CCC13C	YNKJSQIXVXWFBK-UHFFFAOYSA-N	simulated
7183	atmomaccs	msg-train_7183	[M]+	C30H36O14	CC1=CC(=O)C2(OC3OC(C)C(O)C(O)C3OC(=O)C=Cc3ccccc3)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	FJMAAWBVQJUJKZ-UHFFFAOYSA-N	simulated
7184	atmomaccs	msg-train_7184	[M]+	C17H22O4	CC12CC34C=CC(=O)C(C)(CCC(=O)O)C3C(CC1C4)O2	RQCNJFMDDXEKEP-UHFFFAOYSA-N	simulated
7185	atmomaccs	msg-train_7185	[M]+	C26H31N3O4	C=CC(C)(C)C12Nc3c(ccc4c3OC(C)(C)C=C4)C1(O)CC1C(=O)N3CCCC3C(=O)N12	IDMNDTVGFAYTCQ-UHFFFAOYSA-N	simulated
7186	atmomaccs	msg-train_7186	[M]+	C10H9NO4	NC(=O)C1=CC2C3C=CC2C(OC3=O)O1	NBVNAFAEYGKTPJ-UHFFFAOYSA-N	simulated
7187	atmomaccs	msg-train_7187	[M]+	C30H46O7	COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O	YBZZSZQZDODUAA-UHFFFAOYSA-N	simulated
7188	atmomaccs	msg-train_7188	[M]+	C15H22O4	CC1C(=O)CC2C3C(O)CC(C(=O)O)C12CC3(C)C	MNWVNHAXLQLPLU-UHFFFAOYSA-N	simulated
7189	atmomaccs	msg-train_7189	[M]+	C17H19NO4	O=C(C1OC1C=Cc1ccc2c(c1)OCO2)N1CCCCC1	VOXQNTWMJFAWIA-UHFFFAOYSA-N	simulated
7190	atmomaccs	msg-train_7190	[M]+	C20H30O3	CC1(C(=O)O)CCCC2(C)C3=CCC4CC3(CCC12)CC4CO	XAFFBHRHOULDSM-UHFFFAOYSA-N	simulated
7191	atmomaccs	msg-train_7191	[M]+	C22H30O6	COC(=O)CC(O)CC(O)C=Cc1c(C)ccc2c1C(OC(C)=O)CC(C)C2	PLYNBLLEIDIMDU-UHFFFAOYSA-N	simulated
7192	atmomaccs	msg-train_7192	[M]+	C22H25N3O3	COc1ccc2c3c([nH]c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1C3	DBEYVIGIPJSTOR-UHFFFAOYSA-N	simulated
7193	atmomaccs	msg-train_7193	[M]+	C15H26O4	CC1(C)CCCC2(C)C1C(O)C=C(CO)C2(O)CO	HUZKUSWQRONLOJ-UHFFFAOYSA-N	simulated
7194	atmomaccs	msg-train_7194	[M]+	C17H24O10	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12	HLXRWTJXGMHOFN-UHFFFAOYSA-N	simulated
7195	atmomaccs	msg-train_7195	[M]+	C20H19NO5	CN1CCc2cc3c(cc2C(=O)Cc2cc4c(cc2C1)OCO4)OCO3	ZAALQOFZFANFTF-UHFFFAOYSA-N	simulated
7196	atmomaccs	msg-train_7196	[M]+	C17H24O8	O=C(O)CC(CCc1ccccc1)OC1OC(CO)C(O)C(O)C1O	HRYIDVZLDQBLFF-UHFFFAOYSA-N	simulated
7197	atmomaccs	msg-train_7197	[M]+	C20H26O5	CC=C(C)C(=O)OC1C2C(CC(C)C3C=CC(=O)C31C)OC(=O)C2C	KUPPZVXLWANEJJ-UHFFFAOYSA-N	simulated
7198	atmomaccs	msg-train_7198	[M]+	C20H24O5	CC1CCC2(C)C3(C)CCC2(OC3=O)C12CC(c1ccoc1)OC2=O	LJUJJGHPDOTAAY-UHFFFAOYSA-N	simulated
7199	atmomaccs	msg-train_7199	[M]+	C26H32O9	C=C1CC2(O)C3(C)CCC(=O)C(C)(C)C3=C(O)C(=O)C2(C)C2C(=O)OC(C)(C(=O)OC)C(=O)C12C	CYHGEJACRPDZDP-UHFFFAOYSA-N	simulated
7200	atmomaccs	msg-train_7200	[M]+	C16H24O5	COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C	NESRXFGQJARQNM-UHFFFAOYSA-N	simulated
7201	atmomaccs	msg-train_7201	[M]+	C15H22O2	CC1=CC(=O)C(=C(C)C)CC2C1CCC2(C)O	RHBOHEXDGUVIIY-UHFFFAOYSA-N	simulated
7202	atmomaccs	msg-train_7202	[M]+	C36H56O11	CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1O	PWXPWSCNXVCOCA-UHFFFAOYSA-N	simulated
7203	atmomaccs	msg-train_7203	[M]+	C16H19N3O5	COC1=Cc2c(nc3n(c2=O)C(C)C(=O)NC3(O)C(C)C)OC=C1	OSDYZSDCSJYUFO-UHFFFAOYSA-N	simulated
